collection_item_link,title,abstract,transcript_url,in_collections,copyright_status,date_published,authors,subjects,material_type,publishers,language,pages,part_of,issn,permalink,filename,start_page,end_page,transcript_length
https://d.lib.msu.edu/jamr/100,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/100/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1988,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 2 no. 3 (1988),0258-4913,https://n2t.net/ark:/85335/m5d50k05t (https://n2t.net/ark:/85335/m5d50k05t),africa_media_review_pdfs/jamr_100.pdf,0,0,5629
https://d.lib.msu.edu/jamr/210,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/210/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1992,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 6 no. 3 (1992),0258-4913,https://n2t.net/ark:/85335/m5h70c289 (https://n2t.net/ark:/85335/m5h70c289),africa_media_review_pdfs/jamr_210.pdf,0,0,4754
https://d.lib.msu.edu/jamr/49,"Cover, front material, table of contents","Cover, front material, table of contents",https://d.lib.msu.edu/jamr/49/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1986-06,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 1 no. 1 (1986 June),0258-4913,https://n2t.net/ark:/85335/m5qj7c113 (https://n2t.net/ark:/85335/m5qj7c113),africa_media_review_pdfs/jamr_49.pdf,0,0,7922
https://d.lib.msu.edu/jamr/90,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/90/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1988,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 2 no. 2 (1988),0258-4913,https://n2t.net/ark:/85335/m5cc0xw2x (https://n2t.net/ark:/85335/m5cc0xw2x),africa_media_review_pdfs/jamr_90.pdf,0,0,8459
https://d.lib.msu.edu/jamr/122,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/122/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1989,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 3 no. 2 (1989),0258-4913,https://n2t.net/ark:/85335/m5cj8bn8d (https://n2t.net/ark:/85335/m5cj8bn8d),africa_media_review_pdfs/jamr_122.pdf,0,0,4841
https://d.lib.msu.edu/jamr/186,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/186/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1991,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 5 no. 3 (1991),0258-4913,https://n2t.net/ark:/85335/m5mp4zq3c (https://n2t.net/ark:/85335/m5mp4zq3c),africa_media_review_pdfs/jamr_186.pdf,0,0,5476
https://d.lib.msu.edu/jamr/1,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/1/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1996,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 10 no. 1 (1996),0258-4913,https://n2t.net/ark:/85335/m5vd6s685 (https://n2t.net/ark:/85335/m5vd6s685),africa_media_review_pdfs/jamr_1.pdf,0,0,5095
https://d.lib.msu.edu/jamr/139,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/139/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1990,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 4 no. 1 (1990),0258-4913,https://n2t.net/ark:/85335/m5np20m30 (https://n2t.net/ark:/85335/m5np20m30),africa_media_review_pdfs/jamr_139.pdf,0,0,6050
https://d.lib.msu.edu/jamr/80,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/80/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1987,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 2 no. 1 (1987),0258-4913,https://n2t.net/ark:/85335/m5th8fq0c (https://n2t.net/ark:/85335/m5th8fq0c),africa_media_review_pdfs/jamr_80.pdf,0,0,6670
https://d.lib.msu.edu/jamr/157,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/157/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1990,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 4 no. 3 (1990),0258-4913,https://n2t.net/ark:/85335/m5kw5bm3q (https://n2t.net/ark:/85335/m5kw5bm3q),africa_media_review_pdfs/jamr_157.pdf,0,0,5415
https://d.lib.msu.edu/jamr/24,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/24/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1997,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 11 no. 1 (1997),0258-4913,https://n2t.net/ark:/85335/m5h12z93r (https://n2t.net/ark:/85335/m5h12z93r),africa_media_review_pdfs/jamr_24.pdf,0,0,4343
https://d.lib.msu.edu/jamr/217,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/217/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1993,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 7 no. 1 (1993),0258-4913,https://n2t.net/ark:/85335/m5c827h1z (https://n2t.net/ark:/85335/m5c827h1z),africa_media_review_pdfs/jamr_217.pdf,0,0,4888
https://d.lib.msu.edu/jamr/253,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/253/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1994,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 8 no. 2 (1994),0258-4913,https://n2t.net/ark:/85335/m5222v79t (https://n2t.net/ark:/85335/m5222v79t),africa_media_review_pdfs/jamr_253.pdf,0,0,23
https://d.lib.msu.edu/jamr/176,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/176/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1991,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 5 no. 2 (1991),0258-4913,https://n2t.net/ark:/85335/m5sq8tk78 (https://n2t.net/ark:/85335/m5sq8tk78),africa_media_review_pdfs/jamr_176.pdf,0,0,6475
https://d.lib.msu.edu/jamr/166,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/166/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1991,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 5 no. 1 (1991),0258-4913,https://n2t.net/ark:/85335/m5jw89q01 (https://n2t.net/ark:/85335/m5jw89q01),africa_media_review_pdfs/jamr_166.pdf,0,0,4450
https://d.lib.msu.edu/jamr/9,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/9/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1996,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 10 no. 2 (1996),0258-4913,https://n2t.net/ark:/85335/m57h1hp76 (https://n2t.net/ark:/85335/m57h1hp76),africa_media_review_pdfs/jamr_9.pdf,0,0,4846
https://d.lib.msu.edu/jamr/111,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/111/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1988,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 3 no. 1 (1988),0258-4913,https://n2t.net/ark:/85335/m5gh9fc05 (https://n2t.net/ark:/85335/m5gh9fc05),africa_media_review_pdfs/jamr_111.pdf,0,0,5445
https://d.lib.msu.edu/jamr/41,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/41/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1997,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 11 no. 3 (1997),0258-4913,https://n2t.net/ark:/85335/m5rb70433 (https://n2t.net/ark:/85335/m5rb70433),africa_media_review_pdfs/jamr_41.pdf,0,0,5528
https://d.lib.msu.edu/jamr/130,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/130/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1989,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 3 no. 3 (1989),0258-4913,https://n2t.net/ark:/85335/m5g44ms79 (https://n2t.net/ark:/85335/m5g44ms79),africa_media_review_pdfs/jamr_130.pdf,0,0,6192
https://d.lib.msu.edu/jamr/272,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/272/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1995,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 9 no. 1 (1995),0258-4913,https://n2t.net/ark:/85335/m5x061f38 (https://n2t.net/ark:/85335/m5x061f38),africa_media_review_pdfs/jamr_272.pdf,0,0,4674
https://d.lib.msu.edu/jamr/70,"Cover, front material, table of contents",No abstract found,https://d.lib.msu.edu/jamr/70/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1987,,,Preliminaries (/search?fq=genre_aat:Preliminaries),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Unpaged,Africa media review. Vol. 1 no. 3 (1987),0258-4913,https://n2t.net/ark:/85335/m5hd7rv6k (https://n2t.net/ark:/85335/m5hd7rv6k),africa_media_review_pdfs/jamr_70.pdf,0,0,6124
https://d.lib.msu.edu/jamr/255,Coverage of Africa by the African-American press : perceptions of African-American newspaper editors,"The news selection process of African-American newspaper editors in terms of news about Africa, was evaluated by addressing two research questions: (i) How do African-American newspaper editors decide which African news to publish? (ii) What influences their decision about the quantity and quality of coverage? A two-page questionnaire was mailed to African-American newspaper editors in 1991 and 1992. The study hypothesized that editors' perceptions of a foreign news event had a direct and significant impact on the way they process the news stories they receive daily. The study reveals that gatekeeping practices of African-American newspaper editors were basically similar to those of other western editors. This was not surprising given the similarity in their education, environment and newsroom socialization. The African-American newspaper editors are distinct, however, in subject matter of reporting. African-American newspaper editors think though, that positive involvement of the United States in the affairs of African countries would positively influence the education of the American public about the heritage of African-Americans. The reporting and issues in African-American newspapers were also investigated.",https://d.lib.msu.edu/jamr/255/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1994,"Onyedike, Emmanuel U. (/search?fq=name_author:Onyedike%2C%5C%20Emmanuel%5C%20U.)","Foreign news

Press coverage

Decision making

Journalism--Editing

African American newspapers

African American newspaper editors

Attitude (Psychology)

United States

Africa (/search?fq=subject_display:Foreign%5C%20news)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 15-26,Africa media review. Vol. 8 no. 2 (1994),0258-4913,https://n2t.net/ark:/85335/m51z44v9m (https://n2t.net/ark:/85335/m51z44v9m),africa_media_review_pdfs/jamr_255.pdf,15,26,26867
https://d.lib.msu.edu/jamr/244,Covering the environment in the Ghanaian media,"This paper examines the coverage of environmental issues in the Ghanaian media, specifically in the two widely-circulated national newspapers, People's Daily Graphic and Ghanaian Times. The Graphic now circulates on the average 100,000 copies a day while the Times prints and distributes about 60,000. Coverage of environmental news for the month of June 1990 was examined in detail. June was selected because it is an active month for Environmental activities. The writer also studied the two newspapers in September 1990 for comparative studies. The study revealed that there seems to be a general concern with environmental hazards, but their importance relative to other issues is yet to be grasped. There is not much publicity given to the impact of population growth and soil erosion on the environment. Reporters have neither special interest nor special skill in reporting on the environment. Most of the features are contributed by UN agencies or foreign news agencies.",https://d.lib.msu.edu/jamr/244/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1994,"Yankah, Kojo (/search?fq=name_author:Yankah%2C%5C%20Kojo)","Pollution

Press coverage

Environmental protection--Press coverage

Ghana (/search?fq=subject_display:Pollution)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 47-56,Africa media review. Vol. 8 no. 1 (1994),0258-4913,https://n2t.net/ark:/85335/m5r20vz5r (https://n2t.net/ark:/85335/m5r20vz5r),africa_media_review_pdfs/jamr_244.pdf,47,56,18352
https://d.lib.msu.edu/jamr/29,Cultural engineering and development,"Development institutions have in recent years realised the importance of indigenous culture as an important vehicle for communication. This has led to the creation of programmes in which local cultural forms have been ""recruited"" as the communication process for ""selling"" development strategies. The paper draws upon the author's experiences of theatre for primary health mobilisation and awareness in rural Malawi. The advantage of performing arts as a medium for development communication are that: 1) they provide a more entertaining form than monologous media, 2) they can easily use local languages and cultural forms such as songs and dances, 3) they encourage participation and debate in the audiences. The main disadvantage is that such intrumental use of the performing arts can lead to a cornmodification of culture which is manifested in: 1) the professionalisation of cultural workers in a context which is not normally commercial, 2) the reification and triviliation of community culture through the use of traditional external forms to convey messages totally at variance with their original context. Such cultural engineering, at its most insensitive can constitute a form of developmental imperialism which erodes rather than supports the cultural cement binding local communities. Suggested solutions demand agents' wide-ranging consultations, not only with development minded stake-holders, but also with those who possess cultural skills and interests.",https://d.lib.msu.edu/jamr/29/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1997,"Kerr, David, 1942- (/search?fq=name_author:Kerr%2C%5C%20David%2C%5C%201942%5C-)","Drama in health education

Ethnic performing arts

Social aspects

Indigenous peoples--Communication

Malawi (/search?fq=subject_display:Drama%5C%20in%5C%20health%5C%20education)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 64-74,Africa media review. Vol. 11 no. 1 (1997),0258-4913,https://n2t.net/ark:/85335/m55m65902 (https://n2t.net/ark:/85335/m55m65902),africa_media_review_pdfs/jamr_29.pdf,64,74,19385
https://d.lib.msu.edu/jamr/5,Cultural strategies in a changing development : reassessing Paulo Freire in the information age,"The study of society is necessarily influenced by the social currents and the nature of the interacting forces that characterize human activities. Thus, modernization theories, post-structuralism and dependency theory all reflect cultural patterns and references which can be located in specific times and places. Paulo Freire's sociology derives its character from the cultural and societal norms of his environment, especially his analysis of historical materialist conditions. Freire advocates revolutionary action for liberation and freedom, which must be extended beyond the individual for maximum social significance. Development is a bridge that connects the individual to society, and the local to the global.",https://d.lib.msu.edu/jamr/5/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1996,"Tomaselli, Keyan G., 1948-

Aldridge, Mike (/search?fq=name_author:Tomaselli%2C%5C%20Keyan%5C%20G.%2C%5C%201948%5C-)","Freire, Paulo, 1921-1997

Philosophy

Economic development--Sociological aspects (/search?fq=subject_display:Freire%2C%5C%20Paulo%2C%5C%201921%5C-1997)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 54-72,Africa media review. Vol. 10 no. 1 (1996),0258-4913,https://n2t.net/ark:/85335/m5tx38835 (https://n2t.net/ark:/85335/m5tx38835),africa_media_review_pdfs/jamr_5.pdf,54,72,38128
https://d.lib.msu.edu/jamr/43,Culture and religion in conflict management,"In this article, Macharia Munene discusses the roles of religion and culture in conflict creation and resolution in both pre and post-colonial Kenya. Noting the cultural heterogeneity of Kenya and the often not-so-holy intentions of the church, he highlights the major events in Kenyan History in which the church and Kenyan cultural institutions and practices, especially oathing, have played major roles in conflict enhancement and reduction. The article focuses on three major periods of Kenyan History: The colonial era, the Kenyatta era, and the Moi era. In each era, he captures and comments on the key events involving conflict and the interventions made by religious authorities as well as persons abusing cultural practices in trying to achieve their selfish motives.",https://d.lib.msu.edu/jamr/43/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1997,"Munene, Macharia (/search?fq=name_author:Munene%2C%5C%20Macharia)","Social conflict

History

Conflict management

Conflict management--Religious aspects

Social control

Kenya (/search?fq=subject_display:Social%5C%20conflict)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 25-39,Africa media review. Vol. 11 no. 3 (1997),0258-4913,https://n2t.net/ark:/85335/m59022j1z (https://n2t.net/ark:/85335/m59022j1z),africa_media_review_pdfs/jamr_43.pdf,25,39,26658
https://d.lib.msu.edu/jamr/124,"Culture, persuasion and the management of environmental attitudes","This article explores a message-based persuasion theory within the Nigerian cultural context. It argues that strategies based on coersion or sanction may result in more compliance behaviour than those based on explanation, need and circumvention. But, at the same time, environmental factors such as hunger, frustration and depression can, in isolation or combination, also affect an individual's capacity to persuasive communication. It, therefore, calls for persuasion research in Nigeria to make available data on which to base policies for change programmes and strategies.",https://d.lib.msu.edu/jamr/124/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1989,"Onyekwere, Evelyn (/search?fq=name_author:Onyekwere%2C%5C%20Evelyn)",Persuasion (Psychology) (/search?fq=subject_display:Persuasion%5C%20%5C%28Psychology%5C%29),Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 16-25,Africa media review. Vol. 3 no. 2 (1989),0258-4913,https://n2t.net/ark:/85335/m5sq8tk8r (https://n2t.net/ark:/85335/m5sq8tk8r),africa_media_review_pdfs/jamr_124.pdf,16,25,24055
https://d.lib.msu.edu/jamr/61,Current debates in the field of mass communication research : an African viewpoint,"This paper discusses the kind of mass communication research that is required in Africa. After a thorough review of the controversy between the adherents of the (American) administrative and (European) critical research schools, the author argues that as far as African mass communication research is concerned, the problem is not only that of conceptualization but also that of social research process and administration. The paper registers a general dissatisfaction with African social research based on foreign theoretical and methodological assumptions. It ends with a call for 'back to our roots', having outlined four major research agenda for African mass communication researchers.",https://d.lib.msu.edu/jamr/61/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1987,"Ugboajah, Frank Okwu (/search?fq=name_author:Ugboajah%2C%5C%20Frank%5C%20Okwu)","Communication--Research

Africa (/search?fq=subject_display:Communication%5C-%5C-Research)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 1-17,Africa media review. Vol. 1 no. 2 (1987),0258-4913,https://n2t.net/ark:/85335/m5c24tq2v (https://n2t.net/ark:/85335/m5c24tq2v),africa_media_review_pdfs/jamr_61.pdf,1,17,40221
https://d.lib.msu.edu/jamr/281,De-mystifying the development process : the role of communication in community participation for sustainable development,"This paper attempts to simplify and explain the development process. It canvasses a micro, incremental Community Participation (CP) and Basic Needs Approach (BNA) to achieving and sustaining improved living conditions for the underprivileged and marginalised socio-economic groups in developing economies. Community participation is operationalised as a people-centred, skill-enhancing and empowerment device. It seeks to enlist the active involvement and influential participation of intended beneficiaries of development programmes in needs identification, prioritisation, project initiation, financing, execution, monitoring, evaluation, and consequent sustainability. The paper argues that, community participation as an alternative approach to development, requires alternative communication types, channels and strategies in the pursuit, actualisation and sustainability of development objectives. It differentiates between communicational improvement and operational communication, appraises the potentials and limitations of communication in development and suggests the use of participatory, community-based, small-group media for effective community participation and sustainable development.",https://d.lib.msu.edu/jamr/281/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1995,"Soola, E. O. (/search?fq=name_author:Soola%2C%5C%20E.%5C%20O.)","Sustainable development--Citizen participation

Developing countries (/search?fq=subject_display:Sustainable%5C%20development%5C-%5C-Citizen%5C%20participation)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 16-37,Africa media review. Vol. 9 no. 2 (1995),0258-4913,https://n2t.net/ark:/85335/m5h41np81 (https://n2t.net/ark:/85335/m5h41np81),africa_media_review_pdfs/jamr_281.pdf,16,37,43884
https://d.lib.msu.edu/jamr/97,"Democratisation of the media, democracy through the media : an urgent necessity","This article discusses the role of communication in the strengthening of the democratic process in Africa. The author postulates that communication is the basis for a proper running of democratic societies. From that assumption and with special reference to the situation of Côte d'Ivoire, he attempts to show: a) how the media can be useful tools for political and administrative decentralisation; and b) the extent to which they can contribute to the expansion of the democratic process. The author gives a brief description of the prevailing socio-economic conditions in Côte d'Ivoire, analyses some requirements in the field of communication for the emergence of democratic and finally makes a series of proposals which could contribute to meet these requirements.",https://d.lib.msu.edu/jamr/97/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1988,"Koné, Hugues (/search?fq=name_author:Kon%C3%A9%2C%5C%20Hugues)","Communication in politics

Democratization (/search?fq=subject_display:Communication%5C%20in%5C%20politics)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 100-114,Africa media review. Vol. 2 no. 2 (1988),0258-4913,https://n2t.net/ark:/85335/m58051n07 (https://n2t.net/ark:/85335/m58051n07),africa_media_review_pdfs/jamr_97.pdf,100,114,34628
